0.000013,0.000049
0.037114,0.000060
0.170455,0.000102
0.303610,0.000131
0.407095,0.000163
0.456204,0.000169
0.479112,0.000168
0.489821,0.000169
0.494374,0.000170
0.494261,0.000170
0.494147,0.000171
0.494032,0.000171
0.514915,0.000175
0.648252,0.000176
0.781596,0.000157
0.895314,0.000133
0.950186,0.000110
0.976513,0.000120
0.988592,0.000115
0.993320,0.000115
0.993148,0.000115
0.992976,0.000115
0.992820,0.000114
0.992648,0.000115
0.992477,0.000116
0.992306,0.000117
0.992134,0.000119
0.991405,0.000097
0.991369,0.000127
0.990359,-0.000142
0.989405,-0.000538
0.988128,-0.001294
0.986780,-0.002292
0.985858,-0.003207
0.985526,-0.003680
0.985014,-0.004569
0.984603,-0.005573
0.984166,-0.007168
0.984013,-0.008202
0.983972,-0.008738
0.983961,-0.009010
0.983957,-0.009132
0.983956,-0.009166
0.983813,-0.000291
0.973142,0.120962
0.968712,0.254465
0.968754,0.378186
0.969815,0.441705
0.970608,0.472501
0.971060,0.486936
0.971218,0.491681
0.971213,0.491536
0.971208,0.491392
0.971205,0.491262
0.971200,0.491127
0.971193,0.490972
0.972752,0.553090
0.977522,0.686229
0.984092,0.819494
0.989377,0.914388
0.992082,0.959152
0.993403,0.980601
0.994037,0.990756
0.994156,0.992743
0.994150,0.992639
0.994145,0.992535
0.994239,0.993612
0.994564,0.995033
0.995002,0.996231
0.995546,0.997284
0.995901,0.997841
0.996090,0.998109
0.996189,0.998243
0.996223,0.998289
0.996240,0.998310
0.996256,0.998332
0.996272,0.998352
0.996712,0.998926
0.996435,0.998436
0.995985,0.997490
0.995632,0.996386
0.995311,0.994760
0.995244,0.993732
0.995312,0.993502
0.995527,0.992491
0.995893,0.991469
0.996726,0.989839
0.997486,0.988730
0.998022,0.988138
0.998828,0.987452
0.999714,0.986884
1.000887,0.986340
1.002246,0.985898
1.002711,0.985782
1.002549,0.985819
1.002662,0.985818
1.002646,0.985822
1.002564,0.985825
1.002446,0.985827
0.973455,0.984664
0.843713,0.974583
0.710122,0.970336
0.601484,0.969061
0.548118,0.969228
0.522986,0.969499
0.510906,0.969701
0.506284,0.969781
0.506249,0.969781
0.506216,0.969782
0.506050,0.969784
0.505939,0.969788
0.505932,0.969788
0.497153,0.969888
0.378011,0.961501
0.244312,0.961382
0.118939,0.966876
0.054664,0.971327
0.024690,0.973791
0.011274,0.974929
0.007730,0.975226
0.007865,0.975215
0.008001,0.975204
0.004912,0.975482
0.003357,0.975800
0.002074,0.976240
0.000991,0.976772
0.000667,0.977014
-0.000109,0.977696
-0.001085,0.978859
-0.001956,0.980153
-0.002447,0.981124
-0.002648,0.981608
-0.002716,0.981787
-0.002720,0.981794
-0.002678,0.981665
-0.002945,0.982455
-0.005302,0.989465
-0.005292,0.989435
-0.005283,0.989406
-0.005577,0.990283
-0.005217,0.989443
-0.004584,0.988412
-0.003587,0.987108
-0.002685,0.986234
-0.001664,0.985479
-0.000627,0.984905
-0.000244,0.984793
0.001106,0.984456
0.002329,0.984319
0.003588,0.984345
0.004814,0.984534
0.005271,0.984667
0.006644,0.985294
0.007732,0.985948
0.008715,0.986737
0.009593,0.987657
0.010168,0.988429
0.010399,0.988925
0.010904,0.990211
0.011195,0.991414
0.011311,0.992381
0.011335,0.992881
0.011338,0.993159
0.011338,0.993314
0.011338,0.993372
0.012126,0.959126
0.013319,0.826613
0.014678,0.693341
0.016181,0.591968
0.016845,0.543960
0.017137,0.521232
0.017253,0.510275
0.017288,0.507390
0.017290,0.507338
0.017291,0.507287
0.017294,0.507048
0.017294,0.506916
0.017294,0.506893
0.017261,0.504644
0.027149,0.398936
0.031615,0.265292
0.029903,0.136369
0.027343,0.064205
0.025733,0.029935
0.024865,0.013842
0.024458,0.006537
0.024466,0.006682
0.024473,0.006827
0.024480,0.006974
0.024488,0.007121
